Marlon James (novelist)	Q16211564	1970	Q6581097
V. S. Naipaul	Q44593	1932	Q6581097
Paulette Nardal	Q3372640	1896	Q6581072
Tomi Adeyemi	Q29418661	1993	Q6581072
James Agee	Q352963	1909	Q6581097
Louisa May Alcott	Q185696	1832	Q6581072
Lloyd Alexander	Q366643	1924	Q6581097
Horatio Alger	Q453251	1832	Q6581097
Nelson Algren	Q547914	1909	Q6581097
Poul Anderson	Q220883	1926	Q6581097
Sherwood Anderson	Q233898	1876	Q6581097
V. C. Andrews	Q275955	1923	Q6581072
Maya Angelou	Q19526	1928	Q6581072
Isaac Asimov	Q34981	1920	Q6581097
Margaret Atwood	Q183492	1939	Q6581072
Paul Auster	Q214642	1947	Q6581097
James Baldwin	Q273210	1924	Q6581097
Djuna Barnes	Q234721	1892	Q6581072
L. Frank Baum	Q207544	1856	Q6581097
Saul Bellow	Q83059	1915	Q6581097
Ludwig Bemelmans	Q76414	1898	Q6581097
Ambrose Bierce	Q191050	1842	Q6581097
Judy Blume	Q441214	1938	Q6581072
Ray Bradbury	Q40640	1920	Q6581097
Marion Zimmer Bradley	Q465179	1930	Q6581072
Norman Bridwell	Q3878461	1928	Q6581097
Terry Brooks	Q318845	1944	Q6581097
Dan Brown	Q7345	1964	Q6581097
Susan Brownmiller	Q434521	1935	Q6581072
Pearl S. Buck	Q80900	1892	Q6581072
Edgar Rice Burroughs	Q148234	1875	Q6581097
William S. Burroughs	Q188176	1914	Q6581097
Candace Bushnell	Q254820	1958	Q6581072
Octavia E. Butler	Q239739	1947	Q6581072
James M. Cain	Q81071	1892	Q6581097
Erskine Caldwell	Q310464	1903	Q6581097
Truman Capote	Q134180	1924	Q6581097
Orson Scott Card	Q217110	1951	Q6581097
Dale Carnegie	Q230762	1888	Q6581097
John Dickson Carr	Q365664	1906	Q6581097
Raymond Carver	Q219862	1938	Q6581097
Willa Cather	Q229480	1873	Q6581072
Michael Chabon	Q313466	1963	Q6581097
Robert W. Chambers	Q1349144	1865	Q6581097
Raymond Chandler	Q180377	1888	Q6581097
John Cheever	Q336151	1912	Q6581097
C. J. Cherryh	Q234030	1942	Q6581072
Kate Chopin	Q230476	1850	Q6581072
Tom Clancy	Q105167	1947	Q6581097
Mary Higgins Clark	Q231736	1927	Q6581072
Beverly Cleary	Q1316719	1916	Q6581072
James Fenimore Cooper	Q167856	1789	Q6581097
Patricia Cornwell	Q231467	1956	Q6581072
Stephen Crane	Q206534	1871	Q6581097
Michael Crichton	Q172140	1942	Q6581097
Clive Cussler	Q366266	1931	Q6581097
Janet Dailey	Q453231	1944	Q6581072
Henry Darger	Q721013	1892	Q6581097
Lydia Davis	Q1280035	1947	Q6581072
Varina Davis	Q457993	1826	Q6581072
Don DeLillo	Q310048	1936	Q6581097
Philip K. Dick	Q171091	1928	Q6581097
Joan Didion	Q267691	1934	Q6581072
Thomas Dixon Jr.	Q4993107	1864	Q6581097
Mary Mapes Dodge	Q2518093	1831	Q6581072
John Dos Passos	Q312407	1896	Q6581097
Theodore Dreiser	Q486096	1871	Q6581097
Bret Easton Ellis	Q241583	1964	Q6581097
James Ellroy	Q318487	1948	Q6581097
Harlan Ellison	Q311253	1934	Q6581097
Ralph Ellison	Q299965	1914	Q6581097
Louise Erdrich	Q442679	1954	Q6581072
Jeffrey Eugenides	Q357108	1960	Q6581097
Walter Farley	Q935410	1915	Q6581097
William Faulkner	Q38392	1897	Q6581097
Edna Ferber	Q283496	1885	Q6581072
M. F. K. Fisher	Q272889	1908	Q6581072
F. Scott Fitzgerald	Q93354	1896	Q6581097
Jonathan Franzen	Q316607	1959	Q6581097
James Frey	Q1349297	1969	Q6581097
Diana Gabaldon	Q272492	1952	Q6581072
William Gaddis	Q456958	1922	Q6581097
Erle Stanley Gardner	Q357065	1889	Q6581097
Roxane Gay	Q16202911	1974	Q6581072
William Gibson	Q188987	1948	Q6581097
Sue Grafton	Q234865	1940	Q6581072
John Green	Q630446	1977	Q6581097
Zane Grey	Q146763	1872	Q6581097
John Grisham	Q106465	1955	Q6581097
Alex Haley	Q296069	1921	Q6581097
Dashiell Hammett	Q186335	1894	Q6581097
Daniel Handler	Q1060636	1970	Q6581097
Bret Harte	Q301983	1836	Q6581097
Nathaniel Hawthorne	Q69339	1804	Q6581097
Lafcadio Hearn	Q313638	1850	Q6581097
Robert A. Heinlein	Q123078	1907	Q6581097
Joseph Heller	Q208101	1923	Q6581097
Ernest Hemingway	Q23434	1899	Q6581097
O. Henry	Q172788	1862	Q6581097
Frank Herbert	Q7934	1920	Q6581097
Patricia Highsmith	Q270635	1921	Q6581072
S. E. Hinton	Q117425	1950	Q6581072
Khaled Hosseini	Q193116	1965	Q6581097
Robert E. Howard	Q207640	1906	Q6581097
William Dean Howells	Q526709	1837	Q6581097
Herbert Huncke	Q1318001	1915	Q6581097
Zora Neale Hurston	Q220480	1891	Q6581072
Iceberg Slim	Q642680	1918	Q6581097
John Irving	Q310379	1942	Q6581097
Washington Irving	Q181667	1783	Q6581097
Shirley Jackson	Q239910	1916	Q6581072
Henry James	Q170509	1843	Q6581097
N. K. Jemisin	Q2427544	1972	Q6581072
James Jones (author)	Q462629	1921	Q6581097
Erica Jong	Q236950	1942	Q6581072
Mary Karr	Q1598388	1955	Q6581072
Susanna Kaysen	Q257723	1948	Q6581072
Jack Kerouac	Q160534	1922	Q6581097
Ken Kesey	Q244390	1935	Q6581097
Stephen King	Q39829	1947	Q6581097
Barbara Kingsolver	Q1264643	1955	Q6581072
Dean Koontz	Q272076	1945	Q6581097
Judith Krantz	Q452206	1928	Q6581072
Louis L'Amour	Q379895	1908	Q6581097
Madeleine L'Engle	Q257261	1918	Q6581072
Nella Larsen	Q453665	1891	Q6581072
Margaret Laurence	Q443591	1926	Q6581072
Ursula K. Le Guin	Q181659	1929	Q6581072
Harper Lee	Q182658	1926	Q6581072
Jonathan Lethem	Q440100	1964	Q6581097
Sinclair Lewis	Q123469	1885	Q6581097
Alan Lightman	Q2664403	1948	Q6581097
Jeff Lindsay	Q313038	1952	Q6581097
Jack London	Q45765	1876	Q6581097
H. P. Lovecraft	Q169566	1890	Q6581097
Lois Lowry	Q238124	1937	Q6581072
Robert Ludlum	Q224113	1927	Q6581097
Ross Macdonald	Q318297	1915	Q6581097
Debbie Macomber	Q3704362	1948	Q6581072
Norman Mailer	Q180962	1923	Q6581097
William Manchester	Q354125	1922	Q6581097
Yann Martel	Q13914	1963	Q6581097
Ann M. Martin	Q1446683	1955	Q6581072
George R. R. Martin	Q181677	1948	Q6581097
Peter Matthiessen	Q892108	1927	Q6581097
Anne McCaffrey	Q233046	1926	Q6581072
Cormac McCarthy	Q272610	1933	Q6581097
Mary McCarthy (author)	Q268147	1912	Q6581072
Carson McCullers	Q230591	1917	Q6581072
Jay McInerney	Q721578	1955	Q6581097
Patricia A. McKillip	Q268755	1948	Q6581072
Michelle McNamara	Q23924683	1970	Q6581072
Marijane Meaker	Q3122920	1927	Q6581072
Herman Melville	Q4985	1819	Q6581097
Stephenie Meyer	Q160219	1973	Q6581072
James A. Michener	Q361653	1907	Q6581097
Henry Miller	Q187765	1891	Q6581097
Margaret Mitchell	Q173540	1900	Q6581072
Lucy Maud Montgomery	Q273034	1874	Q6581072
Toni Morrison	Q72334	1931	Q6581072
Alice Munro	Q234819	1931	Q6581072
Anaïs Nin	Q220018	1903	Q6581072
Larry Niven	Q316610	1938	Q6581097
Flannery O'Connor	Q234579	1925	Q6581072
John O'Hara	Q548345	1905	Q6581097
Joyce Carol Oates	Q217557	1938	Q6581072
Chuck Palahniuk	Q268181	1962	Q6581097
Katherine Paterson	Q236321	1932	Q6581072
James Patterson	Q311671	1947	Q6581097
Norman Vincent Peale	Q708251	1898	Q6581097
Richard Peck (writer)	Q7328339	1934	Q6581097
Walker Percy	Q176909	1916	Q6581097
Christopher Pike (author)	Q540412	1954	Q6581097
Edgar Allan Poe	Q16867	1809	Q6581097
Frederik Pohl	Q312641	1919	Q6581097
Richard Price (writer)	Q1374243	1949	Q6581097
Mario Puzo	Q182870	1920	Q6581097
Thomas Pynchon	Q35155	1937	Q6581097
Ayn Rand	Q132524	1905	Q6581072
Kathy Reichs	Q298221	1948	Q6581072
H. A. Rey	Q430718	1898	Q6581097
Anne Rice	Q184785	1941	Q6581072
Rick Riordan	Q212727	1964	Q6581097
Harold Robbins	Q531563	1916	Q6581097
Nora Roberts	Q231356	1950	Q6581072
Philip Roth	Q187019	1933	Q6581097
Patrick Rothfuss	Q514546	1973	Q6581097
Ann Rule	Q2415420	1931	Q6581072
Damon Runyon	Q714880	1880	Q6581097
J. D. Salinger	Q79904	1919	Q6581097
George Saunders	Q1251926	1958	Q6581097
Sidney Sheldon	Q105118	1917	Q6581097
Shel Silverstein	Q361257	1930	Q6581097
Upton Sinclair	Q216134	1878	Q6581097
Isaac Bashevis Singer	Q75612	1903	Q6581097
Susan Sontag	Q152824	1933	Q6581072
Terry Southern	Q591270	1924	Q6581097
Nicholas Sparks	Q219377	1965	Q6581097
Mickey Spillane	Q336081	1918	Q6581097
Danielle Steel	Q72653	1947	Q6581072
William Steig	Q552255	1907	Q6581097
Gertrude Stein	Q188385	1874	Q6581072
John Steinbeck	Q39212	1902	Q6581097
R. L. Stine	Q333123	1943	Q6581097
Charles Warren Stoddard	Q344616	1843	Q6581097
Rex Stout	Q337351	1886	Q6581097
Harriet Beecher Stowe	Q102513	1811	Q6581072
Cheryl Strayed	Q5092780	1968	Q6581072
William Styron	Q245257	1925	Q6581097
Jacqueline Susann	Q241903	1918	Q6581072
Amy Tan	Q234989	1952	Q6581072
Booth Tarkington	Q893138	1869	Q6581097
Donna Tartt	Q255339	1963	Q6581072
Paul Theroux	Q510320	1941	Q6581097
James Thurber	Q124527	1894	Q6581097
Wallace Thurman	Q1354130	1902	Q6581097
Mark Twain	Q7245	1835	Q6581097
Anne Tyler	Q235615	1941	Q6581072
John Updike	Q105756	1932	Q6581097
Leon Uris	Q269129	1924	Q6581097
Catherynne M. Valente	Q859065	1979	Q6581072
Jack Vance	Q312632	1916	Q6581097
Jeff VanderMeer	Q1038440	1968	Q6581097
Gore Vidal	Q167821	1925	Q6581097
A. E. van Vogt	Q315059	1912	Q6581097
William T. Vollmann	Q29344	1959	Q6581097
Kurt Vonnegut	Q49074	1922	Q6581097
Alice Walker	Q215868	1944	Q6581072
Rebecca Walker	Q468676	1969	Q6581072
David Foster Wallace	Q313246	1962	Q6581097
Irving Wallace	Q188440	1916	Q6581097
Jesmyn Ward	Q3177574	1977	Q6581072
Eudora Welty	Q259364	1909	Q6581072
Dorothy West	Q371930	1907	Q6581072
Nathanael West	Q370521	1903	Q6581097
Edith Wharton	Q276032	1862	Q6581072
E. B. White	Q361617	1899	Q6581097
Colson Whitehead	Q509662	1969	Q6581097
Laura Ingalls Wilder	Q237514	1867	Q6581072
Nathaniel Parker Willis	Q971493	1806	Q6581097
Kathleen Winsor	Q2342652	1919	Q6581072
Gene Wolfe	Q361149	1931	Q6581097
Thomas Wolfe	Q314256	1900	Q6581097
Tom Wolfe	Q216195	1930	Q6581097
Cornell Woolrich	Q544207	1903	Q6581097
Herman Wouk	Q49072	1915	Q6581097
Richard Wright (author)	Q319820	1908	Q6581097
Elizabeth Wurtzel	Q442854	1967	Q6581072
Richard Yates (novelist)	Q544611	1926	Q6581097
Cecily von Ziegesar	Q234255	1970	Q6581072
José de Alencar	Q455703	1829	Q6581097
Isabel Allende	Q83566	1942	Q6581072
Jorge Amado	Q184440	1912	Q6581097
Ignacio Manuel Altamirano	Q572655	1834	Q6581097
Machado de Assis	Q311145	1839	Q6581097
Aluísio Azevedo	Q2840554	1857	Q6581097
Lima Barreto	Q383442	1881	Q6581097
Roberto Bolaño	Q297532	1953	Q6581097
Jorge Luis Borges	Q909	1899	Q6581097
Alejo Carpentier	Q216466	1904	Q6581097
Paulo Coelho	Q12881	1947	Q6581097
Julio Cortázar	Q174210	1914	Q6581097
Junot Díaz	Q402664	1968	Q6581097
Carlos Fuentes	Q154691	1928	Q6581097
Gabriel García Márquez	Q5878	1927	Q6581097
Ricardo Güiraldes	Q629931	1886	Q6581097
Clarice Lispector	Q235955	1920	Q6581072
Monteiro Lobato	Q606389	1882	Q6581097
Raul Pompeia	Q3064910	1863	Q6581097
Rachel de Queiroz	Q283964	1910	Q6581072
Graciliano Ramos	Q1392121	1892	Q6581097
José Lins do Rego	Q2712435	1901	Q6581097
João Ubaldo Ribeiro	Q1140743	1941	Q6581097
João Guimarães Rosa	Q13012	1908	Q6581097
Juan Rulfo	Q200661	1917	Q6581097
Ernesto Sabato	Q186630	1911	Q6581097
Moacyr Scliar	Q956187	1937	Q6581097
Lygia Fagundes Telles	Q465421	1918	Q6581072
Mario Vargas Llosa	Q39803	1936	Q6581097
Chinghiz Aitmatov	Q484292	1928	Q6581097
Kōbō Abe	Q186273	1924	Q6581097
Ryūnosuke Akutagawa	Q186326	1892	Q6581097
Takeo Arishima	Q577180	1878	Q6581097
Eileen Chang	Q197155	1920	Q6581072
Chiung Yao	Q696666	1938	Q6581072
Edogawa Ranpo	Q347412	1894	Q6581097
Shūsaku Endō	Q316217	1923	Q6581097
Gao Xingjian	Q18143	1940	Q6581097
Junpei Gomikawa	Q1536860	1916	Q6581097
Gu Byeong-mo	Q20666631	1976	Q6581072
Han Kang	Q5646626	1970	Q6581072
Han Sorya	Q487273	1900	Q6581097
Ichiyō Higuchi	Q237948	1872	Q6581072
Hong Myong-hui	Q624491	1888	Q6581097
Hong Sok-jung	Q3140101	1941	Q6581097
Yasushi Inoue	Q712734	1907	Q6581097
Jin Yong	Q180626	1924	Q6581097
Yasunari Kawabata	Q43736	1899	Q6581097
Kim Dong-in	Q625815	1900	Q6581097
Kim Young-ha	Q140135	1968	Q6581097
Takiji Kobayashi	Q405234	1903	Q6581097
Lao She	Q315167	1899	Q6581097
Liu Cixin	Q607588	1963	Q6581097
Lu Xun	Q23114	1881	Q6581097
Mao Dun	Q358494	1896	Q6581097
Yukio Mishima	Q134456	1925	Q6581097
Mo Yan	Q8998	1955	Q6581097
Mari Mori	Q515651	1903	Q6581072
Mori Ōgai	Q356960	1862	Q6581097
Seiichi Morimura	Q2318799	1933	Q6581097
Haruki Murakami	Q134798	1949	Q6581097
Natsume Sōseki	Q180903	1867	Q6581097
Ni Kuang	Q4131339	1935	Q6581097
Kyotaro Nishimura	Q1051441	1930	Q6581097
Kenzaburō Ōe	Q80095	1935	Q6581097
Mimei Ogawa	Q343215	1882	Q6581097
Ozaki Kōyō	Q975273	1868	Q6581097
Pak Kyongni	Q39963	1926	Q6581072
Park Wan-suh	Q465489	1931	Q6581072
Qian Zhongshu	Q559750	1910	Q6581097
Ri Ki-yong	Q485218	1895	Q6581097
Sanmao (writer)	Q708679	1943	Q6581072
Shen Congwen	Q559264	1902	Q6581097
Ryōtarō Shiba	Q1087887	1923	Q6581097
Shin Kyung-sook	Q384293	1963	Q6581072
Takizawa Bakin	Q463142	1767	Q6581097
Jun'ichirō Tanizaki	Q316213	1886	Q6581097
Xiao Hong	Q464825	1911	Q6581072
Yi Cheong-jun	Q31737	1939	Q6581097
Goh Poh Seng	Q5577551	1936	Q6581097
Chart Korbjitti	Q1134257	1954	Q6581097
Kulap Saipradit	Q6442803	1906	Q6581097
Khamsing Srinawk	Q983334	1930	Q6581097
Vũ Trọng Phụng	Q1611010	1912	Q6581097
Aravind Adiga	Q296299	1974	Q6581097
Ahmed Ali (writer)	Q4695257	1910	Q6581097
Mulk Raj Anand	Q732434	1905	Q6581097
Bankim Chandra Chatterjee	Q377881	1838	Q6581097
Kiran Desai	Q228589	1971	Q6581072
R. K. Narayan	Q334252	1906	Q6581097
Taslima Nasrin	Q208468	1962	Q6581072
Premchand	Q174152	1880	Q6581097
Raja Rao	Q1975074	1908	Q6581097
Begum Rokeya	Q467083	1880	Q6581072
Arundhati Roy	Q212801	1961	Q6581072
Khachatur Abovian	Q313461	1805	Q6581097
Shmuel Yosef Agnon	Q133042	1887	Q6581097
Simin Daneshvar	Q263807	1921	Q6581072
David Grossman	Q160263	1954	Q6581097
Sadegh Hedayat	Q315017	1903	Q6581097
Ghassan Kanafani	Q369696	1936	Q6581097
Yaşar Kemal	Q327142	1923	Q6581097
Jalil Mammadguluzadeh	Q2656636	1869	Q6581097
Amos Oz	Q151872	1939	Q6581097
Orhan Pamuk	Q241248	1952	Q6581097
Ivo Andrić	Q47561	1892	Q6581097
Jerzy Andrzejewski	Q347767	1909	Q6581097
Vasil Bykaŭ	Q335794	1924	Q6581097
Ivan Cankar	Q15809	1876	Q6581097
Joseph Conrad	Q82925	1857	Q6581097
Anton Donchev	Q588959	1930	Q6581097
Odysseas Elytis	Q160478	1911	Q6581097
Géza Gárdonyi	Q221903	1863	Q6581097
Jaroslav Hašek	Q2754	1883	Q6581097
Bohumil Hrabal	Q242130	1914	Q6581097
Mór Jókai	Q379621	1825	Q6581097
Ismail Kadare	Q179695	1936	Q6581097
Nikos Kazantzakis	Q214622	1883	Q6581097
Imre Kertész	Q47755	1929	Q6581097
Józef Ignacy Kraszewski	Q254524	1812	Q6581097
László Krasznahorkai	Q512062	1954	Q6581097
Milan Kundera	Q93166	1929	Q6581097
Stanisław Lem	Q6530	1921	Q6581097
Mendele Mocher Sforim	Q359694	1835	Q6581097
Sławomir Mrożek	Q18832	1930	Q6581097
Božena Němcová	Q157970	1820	Q6581072
Bolesław Prus	Q144439	1847	Q6581097
Władysław Reymont	Q121180	1867	Q6581097
Bruno Schulz	Q148886	1892	Q6581097
Sholem Aleichem	Q238090	1859	Q6581097
Andrzej Sapkowski	Q312101	1948	Q6581097
Henryk Sienkiewicz	Q41502	1846	Q6581097
Magda Szabó	Q231948	1917	Q6581072
Dimitar Talev	Q1225859	1898	Q6581097
Olga Tokarczuk	Q254032	1962	Q6581072
Elie Wiesel	Q18391	1928	Q6581097
Alki Zei	Q2620055	1923	Q6581072
Emmanuelle Arsan	Q239376	1932	Q6581072
Honoré de Balzac	Q9711	1799	Q6581097
René Belbenoît	Q3425816	1899	Q6581097
Georges Bernanos	Q315072	1888	Q6581097
Aloysius Bertrand	Q366464	1807	Q6581097
Michel Butor	Q309716	1926	Q6581097
Albert Camus	Q34670	1913	Q6581097
Louis-Ferdinand Céline	Q151820	1894	Q6581097
Blaise Cendrars	Q123080	1887	Q6581097
Henri Charrière	Q315020	1906	Q6581097
François-René de Chateaubriand	Q49767	1768	Q6581097
Albert Cohen (novelist)	Q123553	1895	Q6581097
Colette	Q218679	1873	Q6581072
Frédéric Dard	Q561486	1921	Q6581097
Alphonse Daudet	Q228546	1840	Q6581097
Alexandre Dumas	Q38337	1802	Q6581097
Alexandre Dumas fils	Q169150	1824	Q6581097
Gustave Flaubert	Q43444	1821	Q6581097
Anatole France	Q42443	1844	Q6581097
André Gide	Q47484	1869	Q6581097
Anne Golon	Q263213	1921	Q6581072
Jules de Goncourt	Q1234248	1830	Q6581097
Julien Gracq	Q298051	1910	Q6581097
Michel Houellebecq	Q103114	1956	Q6581097
Victor Hugo	Q535	1802	Q6581097
Charles Paul de Kock	Q982058	1793	Q6581097
J. M. G. Le Clézio	Q42037	1940	Q6581097
Maurice Leblanc	Q314993	1864	Q6581097
Gaston Leroux	Q298827	1868	Q6581097
André Pieyre de Mandiargues	Q462583	1909	Q6581097
Roger Martin du Gard	Q129155	1881	Q6581097
Guy de Maupassant	Q9327	1850	Q6581097
François Mauriac	Q81685	1885	Q6581097
Prosper Mérimée	Q160333	1803	Q6581097
Octave Mirbeau	Q23441	1848	Q6581097
Frédéric Mistral	Q42596	1830	Q6581097
Patrick Modiano	Q222944	1945	Q6581097
Henry de Montherlant	Q379956	1895	Q6581097
Gérard de Nerval	Q191305	1808	Q6581097
Georges Perec	Q157303	1936	Q6581097
Robert Pinget	Q123389	1919	Q6581097
Marcel Proust	Q7199	1871	Q6581097
Raymond Queneau	Q218690	1903	Q6581097
Alain Robbe-Grillet	Q216266	1922	Q6581097
Françoise Sagan	Q1646	1935	Q6581072
Antoine de Saint-Exupéry	Q2908	1900	Q6581097
George Sand	Q3816	1804	Q6581072
Georges Simenon	Q128790	1903	Q6581097
Claude Simon	Q131549	1913	Q6581097
Stendhal	Q502	1783	Q6581097
Eugène Sue	Q315220	1804	Q6581097
Tomi Ungerer	Q558085	1931	Q6581097
Jules Verne	Q33977	1828	Q6581097
Gérard de Villiers	Q965375	1929	Q6581097
Auguste Villiers de l'Isle-Adam	Q366285	1838	Q6581097
Marguerite Yourcenar	Q163118	1903	Q6581072
Émile Zola	Q504	1840	Q6581097
Ilse Aichinger	Q93514	1921	Q6581072
Bettina von Arnim	Q57236	1785	Q6581072
Heinrich Böll	Q42747	1917	Q6581097
Elias Canetti	Q80064	1905	Q6581097
Alfred Döblin	Q57389	1878	Q6581097
Michael Ende	Q76498	1929	Q6581097
Theodor Fontane	Q76632	1819	Q6581097
Cornelia Funke	Q57971	1958	Q6581072
Günter Grass	Q6538	1927	Q6581097
Jacob Grimm	Q6701	1785	Q6581097
Wilhelm Grimm	Q6714	1786	Q6581097
Peter Handke	Q44107	1942	Q6581097
Hermann Hesse	Q25973	1877	Q6581097
Paul Heyse	Q76487	1830	Q6581097
E. T. A. Hoffmann	Q150471	1776	Q6581097
Elfriede Jelinek	Q47243	1946	Q6581072
Uwe Johnson	Q61627	1934	Q6581097
Franz Kafka	Q905	1883	Q6581097
Karl Kraus (writer)	Q44328	1874	Q6581097
Thomas Mann	Q37030	1875	Q6581097
Karl May	Q22714	1842	Q6581097
Herta Müller	Q38049	1953	Q6581072
Robert Musil	Q78487	1880	Q6581097
Erich Maria Remarque	Q47293	1898	Q6581097
Joseph Roth	Q78509	1894	Q6581097
Leopold von Sacher-Masoch	Q78474	1836	Q6581097
Felix Salten	Q163747	1869	Q6581097
Bernhard Schlink	Q76699	1944	Q6581097
W. G. Sebald	Q76952	1944	Q6581097
Johanna Spyri	Q123053	1827	Q6581072
Patrick Süskind	Q105994	1949	Q6581097
Franz Werfel	Q78514	1890	Q6581097
Stefan Zweig	Q78491	1881	Q6581097
Hans Christian Andersen	Q5673	1805	Q6581097
Karen Blixen	Q182804	1885	Q6581072
Arne Garborg	Q467497	1851	Q6581097
Hulda Garborg	Q3143008	1862	Q6581072
Maria Gripe	Q234373	1923	Q6581072
Knut Hamsun	Q40826	1859	Q6581097
Tove Jansson	Q102071	1914	Q6581072
